Old Ticker,New Ticker,Effective Date
SFE,SFES,02/12/2024
TSP,TSPH,02/09/2024
NHWK,SCPX,02/06/2024
CDAY,DAY,02/01/2024
GLDB,GOLY,02/01/2024
ARVL,ARVLF,1/30/2024
RWLK,LFWD,1/30/2024
LAZY,GORV,1/17/2024
ACRX,TLPH,01/10/2024
TRMR,NEXN,01/10/2024
FTCH,FTCHF,12/20/2023
IGN,IDGT,12/18/2023
MOXC,ABTS,11/17/2023
PYR,PYRGF,11/16/2023
IGN,IDGT,11/15/2023
SELB,RNAC,11/14/2023
BIGT,MAGS,11/09/2023
OSTK,BYON,11/06/2023
PCYG,TRAK,11/02/2023
NLS,BFX,11/01/2023
EGLX,EGLXF,10/30/2023
BTWN,MNY,10/13/2023
VQS,VQSSF,10/05/2023
WEJOQ,WEJOF,9/20/2023
SNLN,HYSA,9/18/2023
TKAT,MI,9/18/2023
DRTT,DRTTF,9/18/2023
OFC,CDP,9/15/2023
WWE,TKO,09/12/2023
ILLM,ILLMF,09/12/2023
LOV,LOVLY,09/08/2023
SCHN,RDUS,09/01/2023
ABC,COR,8/30/2023
HYLD,RINC,8/28/2023
AMOT,ALNT,8/23/2023
UIHC,ACIC,8/15/2023
PBS,GGME,8/28/2023
PSJ,IGPT,8/28/2023
PXQ,KNCT,8/28/2023
DEF,POWA,8/28/2023
EWMC,GRPM,8/28/2023
HHC,HHH,8/14/2023
ENOB,RENB,08/07/2023
QTT,QTTOY,7/28/2023
CLBR,PSQH,7/20/2023
AZRE,AZREF,7/17/2023
RE,EG,07/10/2023
NYMX,NYMXF,07/07/2023
ORCC,OBDC,07/06/2023
SQZ,SQZB,07/05/2023
BGCP,BGC,07/03/2023
ERYP,PHXM,6/29/2023
GNUS,TOON,6/26/2023
INT,WKC,6/16/2023
HSC,NVRI,6/20/2023
FISV,FFI,06/07/2023
EWCO,RSPC,06/07/2023
RCD,RSPD,06/07/2023
RHS,RSPS,06/07/2023
RYE,RSPG,06/07/2023
RYF,RSPF,06/07/2023
RYH,RSPH,06/07/2023
RGI,RSPN,06/07/2023
RTM,RSPM,06/07/2023
EWRE,RSPR,06/07/2023
RYT,RSPT,06/07/2023
RYU,RSPU,06/07/2023
ABB,ABBNY,5/23/2023
OBNK,OBK,5/22/2023
RAAS,RAASY,5/19/2023
AUD,AUDA,5/17/2023
PKI,RVTY,5/16/2023
SI,SICP,05/12/2023
FRC,FRCB,05/03/2023
IMH,IMPM,4/27/2023
LCI,LCIN,4/20/2023
DTEA,DTEAF,4/17/2023
OBSV,OBSVF,3/23/2023
BLI,CELL,3/22/2023
GRAY,CALC,3/21/2023
ZEST,BNMV,3/21/2023
MCG,SHCO,3/20/2023
CAJ,CAJPY,03/07/2023
KMPH,ZVRA,03/01/2023
RCII,UPBD,2/27/2023
IMRA,ELVN,2/24/2023
ZNH,ZNHYY,02/06/2023
TWND,BURU,02/01/2023
BCOR,AVTA,1/26/2023
CIXX,CIXXF,1/20/2023
SMFR,WGS,01/10/2023
MTBC,CCLD,01/10/2023
LPI,VTLE,01/09/2023
DNAY,TBIO,01/04/2023
DS,DSHK,01/03/2023
NILE,AULT,01/03/2023
BTN,FGH,12/27/2022
BAMR,BNRE,12/14/2022
PEI,PRET,12/19/2022
ATAX,GHI,12/05/2022
TBK,TFIN,12/02/2022
RADA,DRS,11/29/2022
ACEV,TMPO,11/23/2022
WTRH,ASAP,11/22/2022
NTP,NTPIF,11/21/2022
LNDC,LFCR,11/15/2022
ESSC,NWTN,11/14/2022
XL,SPRU,11/14/2022
CRHC,CRRCF,11/14/2022
ZVO,ZVOI,11/10/2022
SBTX,SPRY,11/09/2022
NLOK,GEN,11/08/2022
CECE,CECO,11/07/2022
WETF,WT,11/07/2022
PFHC,ACDC,11/02/2022
XSPA,XWEL,10/25/2022
GBOX,RVYL,10/24/2022
WRE,ELME,10/20/2022
BTX,ERNA,10/17/2022
SLCR,THCH,9/29/2022
IMPX,LVWR,9/27/2022
ROLL,RBC,9/26/2022
CLSN,IMNN,9/21/2022
SNP,SNPTY,9/19/2022
CFVI,RUM,9/19/2022
CLBS,LSTA,9/15/2022
GPL,GPLDF,9/15/2022
ADGI,IVVD,9/13/2022
PTR,PTRCY,09/12/2022
ACH,ACHHY,09/08/2022
IIVI,COHR,09/08/2022
ELY,MODG,09/07/2022
LFC,LFCHY,09/02/2022
CDEV,PR,09/02/2022
EYES,VANI,8/31/2022
RVAC,WEST,8/29/2022
DNAA,AKLI,8/22/2022
EMWP,EMWPF,8/19/2022
FOUN,RBT,8/16/2022
AINV,MFIC,8/15/2022
SYNL,ACNT,08/11/2022
GIGE,BYOB,08/09/2022
MITC,STKH,08/03/2022
NRZ,RITM,08/02/2022
CRTX,QNCX,08/01/2022
OEG,OIG,08/01/2022
FLM,RBLD,08/01/2022
PSTI,PLUR,7/26/2022
PRPB,GETY,7/25/2022
GOED,POL,7/22/2022
BRPM,FAZE,7/20/2022
HNP,HNPIY,07/08/2022
VEC,VVX,07/08/2022
SWM,MATV,07/06/2022
OAS,CHRD,07/05/2022
JP,JPPYY,6/28/2022
ANTM,ELV,6/28/2022
GGPI,PSNY,6/24/2022
ENIA,ENIAY,6/21/2022
LLNW,EGIO,6/16/2022
DIDI,DIDIY,6/13/2022
REDU,NAAS,6/13/2022
RLGY,HOUS,06/09/2022
FB,META,06/09/2022
ESGC,EMWP,06/06/2022
FLMN,STR,06/06/2022
APSG,GBTG,5/31/2022
UEPS,LSAK,5/25/2022
NCBS,NIC,5/24/2022
RYB,GEHI,5/24/2022
SGLB,SASI,5/19/2022
ZNTE,EVEX,05/10/2022
BLL,BALL,05/10/2022
PROG,BIOR,05/09/2022
SV,SMR,05/03/2022
HTBX,NHWK,05/03/2022
LOWC,NZAC,4/22/2022
DISCK,WBD,04/12/2022
DISCA,WBD,04/11/2022
RVI,RVIC,04/07/2022
FLDM,LAB,04/06/2022
DRW,WTRE,4/20/2022
ADS,BFH,04/04/2022
JWA,WLY,04/01/2022
ORPH,ORPHY,3/31/2022
REPH,SCTL,3/22/2022
BTNB,PGRU,3/18/2022
HFC,DINO,3/15/2022
GRUB,JTKWY,3/14/2022
NXTD,LGMK,03/02/2022
SNII,RGTI,03/02/2022
CAPE,CAPD,2/24/2022
VIAC,PARA,2/17/2022
VIACA,PARAA,2/17/2022
AFIN,RTL,2/15/2022
NXU,NRGV,2/14/2022
SBEA,BRCC,02/10/2022
CCAC,QNGY,02/09/2022
MCMJ,LFLY,02/07/2022
IVAN,SES,02/04/2022
TRIT,TRIRF,02/03/2022
SEAH,SGHC,1/28/2022
TREB,SST,1/28/2022
FVE,ALR,1/28/2022
ZIOP,TCRT,1/27/2022
FTXD,ISHP,1/26/2022
RDSB,SHEL,1/31/2022
RDSA,SHEL,1/31/2022
META,METV,1/31/2022
CRY,AORT,1/24/2022
XPDI,CORZ,1/20/2022
OSMT,RVLP,1/19/2022
ODT,ODTC,1/19/2022
NAKD,CENN,1/14/2022
SINO,SGLY,01/07/2022
DTN,AIVL,1/18/2022
ATHN,HLGN,12/31/2021
NGCA,VORB,12/30/2021
ATMR,FATH,12/27/2021
CMLT,EQRX,12/20/2021
MOSY,PRSO,12/20/2021
BSN,EVTL,12/16/2021
DPW,NILE,12/13/2021
CBAH,AMPS,12/10/2021
CLI,VRE,12/10/2021
DGNS,CVT,12/09/2021
DCRC,SLDP,12/09/2021
GIG,BBAI,12/08/2021
DMYQ,PL,12/08/2021
AGC,GRAB,12/02/2021
BRKS,AZTA,12/01/2021
SGOC,TROO,11/16/2021
HTZZ,HTZ,11/09/2021
KVSB,KIND,11/08/2021
RTPY,AUR,11/04/2021
BCEI,CIVI,11/02/2021
MLHR,MLKN,11/01/2021
BXS,CADE,10/29/2021
BOWX,WE,10/21/2021
GSAH,MIR,10/21/2021
PVAC,ROCC,10/18/2021
VIH,BKKT,10/18/2021
STWO,GWH,10/11/2021
JCOM,ZD,10/08/2021
LIVX,LVO,10/06/2021
RXN,ZWS,10/05/2021
RBC,RRX,10/05/2021
FEYE,MNDT,10/05/2021
RBC,RRX,10/05/2021
RXN,ZWS,10/05/2021
CREE,WOLF,10/04/2021
COG,CTRA,10/04/2021
KCAC,WBX,10/04/2021
FI,XPRO,10/04/2021
HJLI,NVNO,10/01/2021
MAGS,SNT,9/30/2021
SPFR,VLD,9/30/2021
STPC,BHIL,9/30/2021
FUSE,ML,9/23/2021
PACE,NRDY,9/21/2021
DEH,RBOT,9/20/2021
HCHC,VATE,9/20/2021
ACIC,ACHR,9/17/2021
SRNG,DNA,9/17/2021
RICE,LFG,9/16/2021
QELL,LILM,9/15/2021
SOAC,TMC,09/10/2021
SFTW,BKSY,09/10/2021
CATB,ATXS,09/09/2021
SPNV,OPAD,09/02/2021
CBLI,STAB,09/01/2021
TWCT,CLBT,8/31/2021
GWAC,CIFR,8/30/2021
AJAX,CZOO,8/27/2021
AHAC,HUMA,8/27/2021
SNPR,VLTA,8/27/2021
DFNS,IRNT,8/27/2021
CERC,AVTX,8/26/2021
FWAA,SMRT,8/25/2021
VACQ,RKLB,8/25/2021
NGAC,XOS,8/20/2021
CFAC,LIDR,8/18/2021
NHS,SPIR,8/17/2021
ETH,ETD,8/17/2021
SAII,OTMO,8/16/2021
SRAC,MNTS,8/13/2021
SCPE,RKLY,08/12/2021
PDAC,LICY,08/11/2021
RTP,JOBY,08/11/2021
SPKE,VIA,08/10/2021
GRSV,AMBP,08/05/2021
PQG,ECVT,08/03/2021
RTPZ,HIPO,08/03/2021
LB,BBWI,08/03/2021
NEBC,ROVR,08/02/2021
DGNR,CCCS,08/02/2021
SVAC,CYXT,7/30/2021
CAP,DOMA,7/29/2021
CCIV,LCID,7/26/2021
THCB,MVST,7/26/2021
EARS,CYTO,7/26/2021
VCVC,REE,7/23/2021
GHVI,MTTR,7/23/2021
CMLF,SMFR,7/23/2021
PSAC,FFIE,7/22/2021
RAAC,BGRY,7/22/2021
FGNA,OPFI,7/21/2021
NHIC,EVLV,7/19/2021
GXGX,CELU,7/19/2021
DCRB,HYZN,7/19/2021
SBG,OWLT,7/16/2021
AONE,MKFG,7/15/2021
RSVA,ENVX,7/15/2021
LCY,HLMN,7/15/2021
ASPL,UP,7/14/2021
SPRQ,SUNL,07/12/2021
ALUS,FREY,07/08/2021
GTT,GTTN,07/06/2021
WPF,ALIT,07/06/2021
CLII,EVGO,07/02/2021
FCAC,SHCR,07/02/2021
APXT,AVPT,07/02/2021
HOL,ASTR,07/01/2021
IACA,TBLA,6/30/2021
TBA,IS,6/29/2021
AHC,DALN,6/29/2021
FTOC,PAYO,6/28/2021
TRCH,MMAT,6/28/2021
FRX,BODY,6/28/2021
MLND,TPST,6/28/2021
FIII,ELMS,6/28/2021
AACQ,ORGN,6/25/2021
FTIV,PWP,6/25/2021
CLNC,BRSP,6/25/2021
HEC,TALK,6/23/2021
CLNY,DBRG,6/23/2021
ACAC,MYPS,6/22/2021
CRSA,LVOX,6/22/2021
SYX,GIC,6/21/2021
VGAC,ME,6/18/2021
FAII,ATIP,6/17/2021
SSPK,MAPS,6/16/2021
ACTC,PTRA,6/15/2021
SVMK,MNTV,6/15/2021
CCX,SKIL,6/14/2021
THBR,INDI,06/11/2021
CAPA,QSI,06/11/2021
GIX,UPH,06/10/2021
ARYA,NAUT,06/10/2021
FSRV,KPLT,06/10/2021
JIH,JBI,06/08/2021
BSPE,VWE,06/08/2021
TOT,TTE,06/11/2021
TSIA,LTCH,06/07/2021
JWS,CANO,06/04/2021
STIC,BARK,06/02/2021
IPOE,SOFI,06/01/2021
PLT,POLY,5/24/2021
ATAC,OWL,5/20/2021
EXPC,BLDE,05/10/2021
GIK,ZEV,05/07/2021
NGA,LEV,05/07/2021
VSPR,SKIN,05/06/2021
GSX,GOTU,05/06/2021
GTXMQ,GTX,05/03/2021
MWK,ATER,4/30/2021
STPK,STEM,4/29/2021
CPST,CGRN,4/22/2021
DMYD,GENI,4/21/2021
WBAI,BTCM,4/20/2021
USAT,CTLP,4/19/2021
ETM,AUD,04/09/2021
NPA,ASTS,04/07/2021
CGRO,INVZ,04/06/2021
NSCO,CTOS,04/05/2021
RPLA,FOA,04/05/2021
SNE,SONY,04/01/2021
BFT,PSFE,3/31/2021
GEN,GENN,3/26/2021
CIIC,ARVL,3/25/2021
IPV,AEVA,3/15/2021
CLA,OUST,03/12/2021
NK,IBRX,03/10/2021
PICO,VWTR,03/09/2021
TRXC,ASXC,03/05/2021
SBE,CHPT,03/01/2021
TPRE,SPNT,03/01/2021
HMI,ZEPP,2/25/2021
SNSS,VIRX,2/25/2021
CVLB,LFMD,2/22/2021
WYND,TNL,2/17/2021
XAN,ACR,2/17/2021
LGVW,BFLY,2/16/2021
INAQ,MILE,02/10/2021
CEL,CELJF,02/10/2021
FSDC,GMTX,02/09/2021
YRCW,YELL,02/08/2021
PCPL,ETWO,02/05/2021
AMCI,ADN,02/05/2021
CTRA,AMR,02/04/2021
NOVS,APPH,02/01/2021
BDGE,DCOM,02/01/2021
CCC,CLVT,02/01/2021
AAXN,AXON,1/26/2021
GHIV,UWMC,1/22/2021
OAC,HIMS,1/21/2021
FCAU,STLA,1/19/2021
IPOC,CLOV,01/08/2021
PRSC,MODV,01/07/2021
MCC,PFX,01/04/2021
DMYT,RSI,12/30/2020
LCA,GNOG,12/30/2020
RMG,RMO,12/30/2020
HCFT,LFT,12/28/2020
PTI,YMTX,12/23/2020
KTOV,PPBT,12/22/2020
HCAC,GOEV,12/22/2020
PIC,XL,12/22/2020
IPOB,OPEN,12/21/2020
SAMA,CLVR,12/21/2020
IRET,CSR,12/21/2020
FEAC,SKLZ,12/17/2020
TRNE,DM,12/10/2020
BTE,BTEGF,12/07/2020
GMHI,LAZR,12/03/2020
WRTC,WRAP,12/01/2020
AAN,PRG,12/01/2020
UN,UL,11/30/2020
KCAC,QS,11/27/2020
RTRX,TVTX,11/19/2020
FVAC,MP,11/18/2020
BMRG,EOSE,11/17/2020
AXGT,SIOX,11/13/2020
NFIN,TRIT,11/11/2020
TRWH,BALY,11/09/2020
HCCO,TLMD,11/02/2020
SPAQ,FSR,10/30/2020
CPAA,ADV,10/29/2020
DPHC,RIDE,10/26/2020
AI,AAIC,10/26/2020
FMCI,TTCF,10/16/2020
TSU,TIMB,10/16/2020
INSU,SFT,10/15/2020
CCXX,MPLN,10/09/2020
ADRO,KDNY,10/06/2020
SERV,TMX,10/05/2020
SHLL,HYLN,10/02/2020
GRAF,VLDR,9/30/2020
EROS,ESGC,9/23/2020
CTL,LUMN,9/18/2020
SPN,SPNX,9/18/2020
TORC,ACET,9/16/2020
PER,PERS,09/09/2020
MNLO,VYNE,09/08/2020
ZN,ZNOG,09/02/2020
AFH,AFHIF,09/02/2020
FPAC,GB,8/31/2020
CCH,UTZ,8/31/2020
ROYT,ROYTL,08/06/2020
TCRD,FCRD,08/03/2020
RTIX,SRGA,7/23/2020
RBS,NWG,7/23/2020
ERI,CZR,7/21/2020
XRF,SOS,7/20/2020
POL,AVNT,7/13/2020
RTW,RTWI,07/08/2020
CATS,OTRK,07/07/2020
VIIX,VIIXF,07/06/2020
INTL,SNEX,07/06/2020
CVTI,CVLG,07/06/2020
RUBI,MGNI,07/01/2020
LK,LKNCY,6/29/2020
SDRL,SDRLF,6/23/2020
FDEF,PFC,6/22/2020
TOCA,FBRX,6/16/2020
VRML,AWH,06/12/2020
ERA,VTOL,06/12/2020
VTIQ,NKLA,06/04/2020
APY,CHX,06/04/2020
SPAR,SHYF,06/01/2020
AOBC,SWBI,06/01/2020
ZFGN,LRMR,5/29/2020
CNAT,HSTO,5/27/2020
CUI,OEG,05/11/2020
AKG,GAU,05/05/2020
INNT,NMTR,05/04/2020
SCIF,GLIN,05/01/2020
PEK,GLCN,05/01/2020
DEAC,DKNG,4/24/2020
MSG,MSGS,4/20/2020
RECN,RGP,04/02/2020
OBE,OBELF,04/02/2020
ARNC,HWM,04/01/2020
NLNK,LUMO,3/19/2020
HIIQ,BFYT,03/06/2020
IR,TT,03/02/2020
GDI,IR,03/02/2020
BPR,BPYU,03/02/2020
XON,PGEN,02/03/2020
WTR,WTRG,02/03/2020
FII,FHI,02/03/2020
BIOS,OPCH,02/03/2020
ECA,OVV,1/27/2020
HLTH,NRTSF,1/24/2020
FGP,FGPR,01/10/2020
PJC,PIPR,01/06/2020
SNH,DHC,01/02/2020
CECO,PRDO,01/02/2020
GEMP,NRBO,12/31/2019
SPNV,SPN,12/26/2019
CRR,CRRT,12/24/2019
HOS,HOSS,12/23/2019
ANFI,RYCE,12/20/2019
JEC,J,12/10/2019
BBT,TFC,12/09/2019
CBS-A,VIACA,12/05/2019
CBS,VIAC,12/05/2019
BAS,BASX,12/04/2019
YMLP,EINC,12/02/2019
PPDF,FINV,11/29/2019
KEG,KEGX,11/29/2019
NEWM,GCI,11/20/2019
SDT,SDTTU,11/19/2019
SDR,SDRMU,11/12/2019
FELP,FELPU,11/12/2019
TTS,TTSH,11/11/2019
SYMC,NLOK,11/05/2019
HCP,PEAK,11/05/2019
CTRP,TCOM,11/05/2019
CUR,SNCA,11/01/2019
FRAC,NEX,10/31/2019
AAC,AACH,10/30/2019
NANO,ONTO,10/28/2019
IPOA,SPCE,10/28/2019
BRKMY,BAK,10/25/2019
LRAD,GNSS,10/23/2019
BHGE,BKR,10/18/2019
NVLN,NVLNF,10/09/2019
ATU,EPAC,10/07/2019
IDSY,PWFL,10/04/2019
EGI,ERLFF,10/01/2019
AUO,AUOTY,10/01/2019
SPN,SPNV,9/30/2019
HPT,SVC,9/25/2019
OZM,SCU,09/12/2019
VISI,VOLT,09/09/2019
CCIH,CCIHY,09/06/2019
VICL,BBI,09/03/2019
CMFN,ICMB,09/03/2019
CNAC,DMTK,8/30/2019
GRND,BRIM,8/21/2019
UBNT,UI,8/20/2019
PES,PESX,8/15/2019
BTX,LCTX,08/12/2019
BRAC,AESE,08/12/2019
AQXP,NLTX,08/12/2019
UPLM,UPLC,08/09/2019
TMK,GL,08/09/2019
UPL,UPLM,08/08/2019
MPO,AMPY,08/07/2019
TTS,NKR,08/02/2019
TBRG,RPAY,08/02/2019
CHFC,TCF,08/02/2019
GSVC,SSSS,08/01/2019
CIC,NSCO,08/01/2019
CHFC,TCF,08/01/2019
ESV,VAL,7/31/2019
CYTXZ,PSTVZ,7/29/2019
CYTX,PSTV,7/29/2019
AETI,SLNG,7/29/2019
BABY,NTUS,7/26/2019
NGQ,JOSE,7/25/2019
GLV.V,GLV.R,7/24/2019
GLQ.V,GLQ.R,7/24/2019
HK,HKRS,7/23/2019
CTRV,HEPA,7/23/2019
CADC,HHT,7/23/2019
FLKS,SLRX,7/22/2019
MYND,EMMA,7/18/2019
EVLV,IMBI,7/17/2019
OHRP,NBSE,7/15/2019
AITB,XAIR,7/15/2019
TBRG,RPAY,07/12/2019
JAYS,NBZ,07/12/2019
TI,TIIAY,07/09/2019
GEX,SMOG,07/09/2019
ENIA.V,ENIA.R,07/05/2019
ENEL.V,ENIA.R,07/05/2019
SEA,SEAF,07/03/2019
PYDS,USIO,07/01/2019
HRS,LHX,07/01/2019
IAA.V,IAA,6/28/2019
HTZ.V,HTZ.R,6/27/2019
ENEL.V,ENIA.V,6/27/2019
CHKE,APEX,6/27/2019
XKST,HAIL,6/25/2019
XKII,SIMS,6/25/2019
XKFS,FITE,6/25/2019
XKFF,ROKT,6/25/2019
XKCP,CNRG,6/25/2019
PXSV,XSVM,6/24/2019
PXSG,XSMO,6/24/2019
PXMV,XMVM,6/24/2019
PXMG,XMMO,6/24/2019
PXLV,SPVM,6/24/2019
PXLG,SPGP,6/24/2019
AUGR,VIDG,6/24/2019
SZC.V,SZC.R,6/20/2019
JSYN,PECK,6/20/2019
GWS,SFTR,6/19/2019
MTEC,KERN,6/18/2019
SNHY,HLIO,6/17/2019
PDVW,ATEX,6/17/2019
BFR,BBAR,6/17/2019
AIPT,POAI,6/14/2019
AMCN,ANTE,6/13/2019
CIHHV,CIH,06/12/2019
RNN,REXN,06/11/2019
AIRPV,AIRTP,06/11/2019
SBOT,EDSA,06/10/2019
RNN,REXN,06/10/2019
GTXI,ONCT,06/10/2019
TASTE,SPEQT,06/07/2019
NAO,PSV,06/07/2019
BXEFF,BXEF,06/07/2019
PLM.V,PLM.R,06/05/2019
MFCB,SRL,06/04/2019
OMAD,PACK,06/03/2019
HCLP,HCR,06/03/2019
EMES,EMESZ,06/03/2019
DWDP,DD,06/03/2019
CTVA.V,CTVA,06/03/2019
FONE,NXTG,5/30/2019
VERT,VERT,B 5/29/2019
ADMCAP,B,BOSTAD B 5/27/2019
NCS,CNR,5/24/2019
EPE,EPEG,5/24/2019
KTB.V,KTB,5/23/2019
APP,CARA,5/22/2019
UBSH,AUB,5/20/2019
SSLJ,YGTY,5/20/2019
NRE1V,TYRES,5/20/2019
MARL,MAREL,5/20/2019
BCAC,XYN,5/15/2019
WFT,WFTIF,5/14/2019
BAK,BRKMY,5/14/2019
MEDR,B,IZAFE B 5/10/2019
APHB,ARMP,05/10/2019
ALQA,ADYX,05/06/2019
VXZB,VXZ,05/02/2019
VXXB,VXX,05/02/2019
EABGB,EAB,05/02/2019
CMSS,KXIN,05/02/2019
LEVB,YCBD,05/01/2019
TKDV,AGAT,4/30/2019
PKK1V,PUMU,4/30/2019
NVMM,REKR,4/30/2019
TPNL,PAYS,4/29/2019
CBK,CBKC,4/18/2019
PINT,PINS,4/17/2019
OPHT,ISEE,4/17/2019
VTL,IMUX,4/15/2019
TWLVU,BROGU,4/15/2019
TWLVR,BROGR,4/15/2019
TWLV,BROG,4/15/2019
BPI,ZVO,4/15/2019
PRAN,ATHE,04/09/2019
HOEJ,B,MTHH 4/8/2019
TRIBO,TRIBO,B 4/5/2019
KCAP,PTMN,04/02/2019
DSW,DBI,04/02/2019
CYCNV,CYCN,04/02/2019
DDJP,JAMF,3/29/2019
DDEZ,EUMF,3/29/2019
PTIE,SAVA,3/28/2019
DSSI.V,DSSI,3/28/2019
CLD,CLDP,3/27/2019
ORPN,ENLV,3/26/2019
WDH,DEMANT,3/21/2019
FOXBV,FOX,3/19/2019
FOXAV,FOXA,3/19/2019
FOXA,TFCFA,3/19/2019
FOX,TFCF,3/19/2019
EDGE,PDSB,3/18/2019
EAGL,TH,3/18/2019
LTN,BIOX,3/15/2019
ASNS,XFOR,3/14/2019
AMGP,AM,3/13/2019
GZT,GZTGF,03/11/2019
INDEN,B,ASAI 3/7/2019
XGTI,VISL,03/05/2019
ECR,MR,03/01/2019
BEF,AOIL,03/01/2019
WGP,WES,2/28/2019
SXE,SXEE,2/28/2019
IGCC,IGC,2/27/2019
DBAP,HAUZ,2/22/2019
SN,SNEC,2/21/2019
RRTS1,RRTS,2/21/2019
BERGEN,ENDUR,2/21/2019
MNGA,TRNX,2/20/2019
DELT,MYT,2/19/2019
BSTI,BEST,2/19/2019
CLX,SINCH,2/14/2019
AXON,AXGT,2/14/2019
WF.V,WF,2/13/2019
BXE,BXEFF,02/12/2019
NFEC,BIMI,02/08/2019
CVETV,CVET,02/08/2019
ABFAST,FASTAT,02/06/2019
RRTS.V,RRTS.R,02/05/2019
AMMA,WORX,02/04/2019
PAH,ESI,02/01/2019
SBLK,R,SBLK 1/24/2019
APRI,SEEL,1/24/2019
ABAC,BIQI,1/17/2019
QTM,QMCO,1/15/2019
SMSH,WINR,01/10/2019
IAM,WINR,01/10/2019
MIC,SDB,TIGO SDB 1/9/2019
MHG,MOWI,01/02/2019
KORS,CPRI,01/02/2019
GOVNI,OPINI,01/02/2019
GOV,OPI,01/02/2019
BVX,APYX,01/02/2019
ABX,GOLD,01/02/2019
IPL$D,IPLDP,12/31/2018
STLR,PHUN,12/28/2018
DELL.V,DELL,12/28/2018
RESTA,NOHO,12/27/2018
FOE,DDASA,12/27/2018
FSIC,FSK,12/20/2018
DOTA,RBZ,12/20/2018
HMED,HNSA,12/18/2018
AHPA,ORGO,12/17/2018
PLLL,PLL,12/13/2018
OVAS,MLND,12/10/2018
INDU,BBCP,12/07/2018
QQQC,CHIC,12/06/2018
ONS,OTLK,12/04/2018
CBAK,CBAT,11/30/2018
YLEPS,YEINT,11/28/2018
OIBR.V,OIBR.R,11/27/2018
IAM,SMSH,11/23/2018
RXII,PHIO,11/19/2018
SGGB,SGG,11/16/2018
PGMB,PGM,11/16/2018
OILB,OIL,11/16/2018
LCA,WTRH,11/16/2018
JJUB,JJU,11/16/2018
JJTB,JJT,11/16/2018
JJSB,JJS,11/16/2018
JJPB,JJP,11/16/2018
JJMB,JJM,11/16/2018
JJGB,JJG,11/16/2018
JJEB,JJE,11/16/2018
JJCB,JJC,11/16/2018
JJAB,JJA,11/16/2018
GAZB,GAZ,11/16/2018
BJO,JO,11/16/2018
BJJN,JJN,11/16/2018
